,lat,lon,house_number,road,neighbourhood,city,county,state,postcode,country
121,37.8434,-122.28769,1278,61st Street,,,Alameda County,California,94608,USA
122,37.87325,-122.27659,,,North Berkeley,Berkeley,Alameda County,California,94704,USA
123,37.87108,-122.27092,2020,Milvia Street,Downtown Berkeley,Berkeley,Alameda County,California,94704,USA
124,37.87488,-122.25945,,Soule Road,Northside,Berkeley,Alameda County,California,94720,USA
125,37.84912,-122.26262,6340,Racine Street,Idora Park,Oakland,Alameda County,California,94609,USA
126,37.85412,-122.25086,2816,Woolsey Street,Claremont,Berkeley,Alameda County,California,94705,USA
127,37.85339,-122.25178,3120,Lewiston Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
128,37.85401,-122.25224,2713,Woolsey Street,Elmwood,Berkeley,Alameda County,California,94705,USA
129,37.87437,-122.26697,,Hearst Avenue,Downtown Berkeley,Berkeley,Alameda County,California,94704,USA
130,37.83721,-122.21628,5680,Florence Terrace,Montclair,Oakland,Alameda County,California,94611,USA
131,37.86149,-122.26229,2657,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94704,USA
132,37.86204,-122.25836,,Carleton Street,LeConte,Berkeley,Alameda County,California,95704,USA
133,37.86228,-122.26511,2600,Fulton Street,LeConte,Berkeley,Alameda County,California,95704,USA
134,37.86233,-122.26465,2200,Parker Street,LeConte,Berkeley,Alameda County,California,94704,USA
135,37.86233,-122.26465,2200,Parker Street,LeConte,Berkeley,Alameda County,California,94704,USA
136,37.86059,-122.26586,2111,Derby Street,LeConte,Berkeley,Alameda County,California,94705,USA
137,37.86061,-122.2657,2123,Derby Street,LeConte,Berkeley,Alameda County,California,94705,USA
138,37.86084,-122.26395,2223,Derby Street,LeConte,Berkeley,Alameda County,California,94705,USA
139,37.86106,-122.26216,2301,Derby Street,LeConte,Berkeley,Alameda County,California,94705,USA
140,37.86345,-122.26386,2252,Blake Street,LeConte,Berkeley,Alameda County,California,94704,USA
141,37.86276,-122.26264,,,LeConte,Berkeley,Alameda County,California,,USA
142,37.86516,-122.26323,2442,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94704,USA
143,37.86204,-122.25836,,Carleton Street,LeConte,Berkeley,Alameda County,California,95704,USA
144,37.86228,-122.26511,2600,Fulton Street,LeConte,Berkeley,Alameda County,California,95704,USA
145,37.86417,-122.26302,2510,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94704,USA
146,37.86204,-122.25836,,Carleton Street,LeConte,Berkeley,Alameda County,California,95704,USA
147,37.87629,-122.25602,,Highland Place,Northside,Berkeley,Alameda County,California,94720,USA
148,37.85297,-122.26793,2007,Prince Street,South Berkeley,Berkeley,Alameda County,California,94703,USA
149,37.85301,-122.26608,3101,Prince Street,South Berkeley,Berkeley,Alameda County,California,94705,USA
150,37.85371,-122.26668,2088,Essex Street,South Berkeley,Berkeley,Alameda County,California,94703,USA
151,37.85357,-122.26767,2028,Essex Street,South Berkeley,Berkeley,Alameda County,California,94703,USA
152,37.8547,-122.26661,,Emerson Street,South Berkeley,Berkeley,Alameda County,California,94705,USA
153,37.8547,-122.26661,,Emerson Street,South Berkeley,Berkeley,Alameda County,California,94705,USA
154,37.8587,-122.2667,,Stuart Street,LeConte,Berkeley,Alameda County,California,95704,USA
155,37.85965,-122.2644,2732,Fulton Street,LeConte,Berkeley,Alameda County,California,94705,USA
156,37.86078,-122.26438,2201,Derby Street,LeConte,Berkeley,Alameda County,California,94705,USA
157,37.86228,-122.26511,2600,Fulton Street,LeConte,Berkeley,Alameda County,California,95704,USA
158,37.86228,-122.26511,2600,Fulton Street,LeConte,Berkeley,Alameda County,California,95704,USA
159,37.86228,-122.26511,2600,Fulton Street,LeConte,Berkeley,Alameda County,California,95704,USA
160,37.85579,-122.26351,,,LeConte,Berkeley,Alameda County,California,94705,USA
161,37.85779,-122.26276,,Oregon Street,LeConte,Berkeley,Alameda County,California,94705,USA
162,37.85711,-122.26378,,,LeConte,Berkeley,Alameda County,California,,USA
163,37.85681,-122.26363,2917,Fulton Street,LeConte,Berkeley,Alameda County,California,94705,USA
164,37.86349,-122.26672,,Blake Street,LeConte,Berkeley,Alameda County,California,94703,USA
165,37.86199,-122.2626,2624,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94704,USA
166,37.85983,-122.26216,2738,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94705,USA
167,37.85948,-122.26208,2778,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94705,USA
168,37.85945,-122.26208,2782,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94705,USA
169,37.85943,-122.26207,2784,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94705,USA
170,37.85779,-122.26276,,Oregon Street,LeConte,Berkeley,Alameda County,California,94705,USA
171,37.85231,-122.26738,2015,Woolsey Street,Lorin,Berkeley,Alameda County,California,94703,USA
172,37.85228,-122.2676,2009,Woolsey Street,Lorin,Berkeley,Alameda County,California,94703,USA
173,37.85276,-122.26476,2129,Woolsey Street,Lorin,Berkeley,Alameda County,California,94705,USA
174,37.85322,-122.26423,3104,Wheeler Street,LeConte,Berkeley,Alameda County,California,94705,USA
175,37.85447,-122.26232,3044,Deakin Street,LeConte,Berkeley,Alameda County,California,94705,USA
176,37.85704,-122.26272,2906,Deakin Street,LeConte,Berkeley,Alameda County,California,94705,USA
177,37.85652,-122.26739,2903,Newbury Street,South Berkeley,Berkeley,Alameda County,California,94703,USA
178,37.85634,-122.26738,2907,Newbury Street,South Berkeley,Berkeley,Alameda County,California,94703,USA
179,37.85706,-122.26346,2204,Russell Street,LeConte,Berkeley,Alameda County,California,94705,USA
180,37.86008,-122.26282,2271,Ward Street,LeConte,Berkeley,Alameda County,California,94705,USA
181,37.86001,-122.26341,2241,Ward Street,LeConte,Berkeley,Alameda County,California,94705,USA
182,37.8634,-122.26266,2541,Ellsworth Street,LeConte,Berkeley,Alameda County,California,94704,USA
183,37.86213,-122.26115,2359,Carleton Street,LeConte,Berkeley,Alameda County,California,94704,USA
184,37.86219,-122.26065,2383,Carleton Street,LeConte,Berkeley,Alameda County,California,94704,USA
185,37.86057,-122.25616,,Hillegass Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
186,37.86057,-122.25616,,Hillegass Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
187,37.85854,-122.25585,2880,Hillegass Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
188,37.85966,-122.25469,2810,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
189,37.86005,-122.25452,2799,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
190,37.86015,-122.25453,2793,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
191,37.86149,-122.25487,2708,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
192,37.86201,-122.25499,2688,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94704,USA
193,37.86377,-122.25574,,Parker Street,LeConte,Berkeley,Alameda County,California,95704,USA
194,37.8658,-122.25549,,Dwight Way,Southside,Berkeley,Alameda County,California,94720-1076,USA
195,37.8658,-122.25489,,Dwight Way,Southside,Berkeley,Alameda County,California,94720-1076,USA
196,37.8658,-122.25489,,Dwight Way,Southside,Berkeley,Alameda County,California,94720-1076,USA
197,37.86585,-122.25428,,Dwight Way,Southside,Berkeley,Alameda County,California,94720-1076,USA
198,37.86529,-122.25815,2505,Dwight Way,Southside,Berkeley,Alameda County,California,94704,USA
199,37.86529,-122.25815,2505,Dwight Way,Southside,Berkeley,Alameda County,California,94704,USA
200,37.86529,-122.25815,2505,Dwight Way,Southside,Berkeley,Alameda County,California,94704,USA
201,37.86451,-122.25503,2529,Benvenue Avenue,Elmwood,Berkeley,Alameda County,California,94704,USA
202,37.86491,-122.2662,,Haste Street,LeConte,Berkeley,Alameda County,California,95704,USA
203,37.855,-122.25485,3037,Hillegass Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
204,37.854,-122.25495,3086,Hillegass Avenue,Elmwood,Berkeley,Alameda County,California,94705,USA
205,37.85883,-122.25292,2887,College Avenue,Elmwood,Berkeley,Alameda County,California,94720-1076,USA
206,37.85893,-122.25718,2499,Oregon Street,LeConte,Berkeley,Alameda County,California,94705,USA
207,37.86545,-122.26125,,Haste Street,Southside,Berkeley,Alameda County,California,95704,USA
208,37.86371,-122.26314,2291,Blake Street,LeConte,Berkeley,Alameda County,California,94704,USA
209,37.86304,-122.26116,2367,Parker Street,LeConte,Berkeley,Alameda County,California,94704,USA
210,37.86373,-122.26147,2332,Blake Street,LeConte,Berkeley,Alameda County,California,94704,USA
211,37.86306,-122.26095,2377,Parker Street,LeConte,Berkeley,Alameda County,California,94704,USA
212,37.86294,-122.25972,2410,Parker Street,LeConte,Berkeley,Alameda County,California,95704,USA
213,37.86199,-122.26225,2305,Carleton Street,LeConte,Berkeley,Alameda County,California,94704,USA
214,37.87078,-122.27293,,Martin Luther King Junior Way,Downtown Berkeley,Berkeley,Alameda County,California,94704,USA
215,37.86306,-122.26099,2375,Parker Street,LeConte,Berkeley,Alameda County,California,94704,USA
216,37.86073,-122.2572,,,Elmwood,Berkeley,Alameda County,California,94705,USA
217,37.86075,-122.25806,,Derby Street,LeConte,Berkeley,Alameda County,California,95704,USA
218,37.8595,-122.26079,2333,Stuart Street,LeConte,Berkeley,Alameda County,California,94705,USA
219,37.8592,-122.26021,2334,Stuart Street,LeConte,Berkeley,Alameda County,California,94705,USA
220,37.85871,-122.25724,2828,Regent Street,Elmwood,Berkeley,Alameda County,California,94705,USA
221,37.85737,-122.2586,2912,Florence Street,Elmwood,Berkeley,Alameda County,California,94705,USA
222,37.8569,-122.25829,2921,Florence Street,Elmwood,Berkeley,Alameda County,California,94705,USA
223,37.8618,-122.25541,2629,Derby Street,Elmwood,Berkeley,Alameda County,California,94705,USA
224,37.85819,-122.26411,2818,Fulton Street,LeConte,Berkeley,Alameda County,California,94705,USA
225,37.85423,-122.26462,2139,Essex Street,South Berkeley,Berkeley,Alameda County,California,94705,USA
226,37.7953,-122.39618,,,,SF,SF,California,94111,USA
227,37.79496,-122.39848,,,,SF,SF,California,94111,USA
228,38.56057,-121.73907,,East Covell Boulevard,,,Yolo County,California,95616,USA
229,38.55109,-121.76284,1076,West 8th Street,,,Yolo County,California,95616,USA
230,38.5636,-121.71654,,East Covell Boulevard,,,Yolo County,California,95617,USA
231,38.53889,-121.73652,901,West Chiles Road,,,Yolo County,California,95618,USA
232,38.55968,-121.72281,1484,Nutmeg Lane,,,Yolo County,California,95618,USA
233,39.39913,-122.10202,,,,,Colusa County,California,,USA
234,38.54455,-121.70069,4198,Hackberry Place,,,Yolo County,California,95618,USA
235,38.82674,-121.71797,20616,CA 113,,,Sutter County,California,95645,USA
236,38.54481,-121.70193,987,La Paz Drive,,,Yolo County,California,95618,USA
237,39.36829,-121.72789,1807,Brandon Road,,,Butte County,California,95948,USA
238,38.55719,-121.69708,,Alhambra Drive,,,Yolo County,California,95618,USA
239,38.55797,-121.69878,4506,Alhambra Drive,,,Yolo County,California,95618,USA
240,38.55123,-121.68578,5215,Hamel Street,,,Yolo County,California,95618,USA
241,38.71845,-121.9059,,,,,Yolo County,California,,USA
242,38.57143,-121.72087,2323,Rockwell Drive,,,Yolo County,California,CA 95616,USA
243,38.55665,-121.71291,,,,,Yolo County,California,95617,USA
244,38.54381,-121.70011,,,,,Yolo County,California,95618,USA
245,38.54134,-121.75139,,West Quad Avenue,,,Yolo County,California,95616,USA
246,38.54058,-121.727,1570,Drew Avenue,,,Yolo County,California,95618,USA
247,38.53642,-121.74702,,Arboretum Drive,,,Solano County,California,95616,USA
248,38.55798,-121.71069,,Loyola Drive,,,Yolo County,California,95617,USA
249,38.57489,-121.75412,599,Mockingbird Place,,,Yolo County,California,95616,USA
250,38.55368,-121.76505,1147,Sycamore Lane,,,Yolo County,California,95616,USA
251,38.55398,-121.7429,750,11th Street,,,Yolo County,California,95616,USA
252,38.54358,-121.74903,,North Quad,,,Yolo County,California,95616,USA
253,38.54022,-121.75601,,Kleiber Hall Drive,,,Yolo County,California,95616,USA
254,38.54157,-121.75201,,California Avenue,,,Yolo County,California,95616,USA
255,38.54507,-121.70201,949,La Paz Drive,,,Yolo County,California,95618,USA
256,38.54068,-121.74827,,East Quad Avenue,,,Yolo County,California,95616,USA
257,38.54571,-121.76004,,Russell Boulevard,,,Yolo County,California,95616,USA
258,38.53858,-121.76331,,Hutchison Drive,,,Yolo County,California,95616-5270,USA
259,38.56387,-121.71319,,East Covell Boulevard,,,Yolo County,California,95617,USA
260,38.5722,-121.74696,,F Street,,,Yolo County,California,CA 95616,USA
261,38.57489,-121.75412,599,Mockingbird Place,,,Yolo County,California,95616,USA
262,38.53363,-121.79077,,Apiary Drive,,,Yolo County,California,95616-5270,USA
263,38.55695,-121.72895,1903,Georgia Place,,,Yolo County,California,95617,USA
264,34.07892,-118.25342,1482,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
265,34.0914,-118.25345,2117,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
266,34.08991,-118.2547,2025,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
267,34.09468,-118.24799,2432,Echo Park Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
268,34.09474,-118.24805,2436,Echo Park Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
269,34.08654,-118.24769,2006,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
270,34.08645,-118.2479,1400,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
271,34.08667,-118.24771,1423,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
272,34.08667,-118.24754,2016,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
273,34.08676,-118.24744,2023,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
274,34.08671,-118.2475,2019,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
275,34.08692,-118.24726,2036,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
276,34.082,-118.25051,1735,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
277,34.08083,-118.25155,1694,Sargent Court,Echo Park,LA,Los Angeles County,California,90026,USA
278,34.07986,-118.25285,1501,Bruce Court,Echo Park,LA,Los Angeles County,California,90026,USA
279,34.08409,-118.25545,1744,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
280,34.08417,-118.25533,1756,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
281,34.08427,-118.25519,1770,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
282,34.08379,-118.25604,1677,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
283,34.09147,-118.25338,2121,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
284,34.08996,-118.25444,2034,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
285,34.09197,-118.25325,2027,Cove Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
286,34.08782,-118.25402,1918,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
287,34.08676,-118.25433,1882,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
288,34.0911,-118.25071,2138,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
289,34.09456,-118.25301,2242,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
290,34.09157,-118.24571,1503,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
291,34.0837,-118.25415,1708,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
292,34.0818,-118.2544,1614,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
293,34.0814,-118.25369,,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026-3148,USA
